Time_submitted,text,rating,Total_thumbsup,Reply,sentiment,text_length,word_count,text_clean
2022-06-21 20:03:16,It wont let me even log in I have to change my country and whenever I click on log in with google it always says theres a problem have another go please fix it let me use the app it never works i wanna make a new account using the same email!!!,1,0,,0,244,52,will not let log change country click log google say problem fix let use app work wanna new account email
2022-07-07 15:48:38,It's won't shuffle the songs I have in my library or my liked songs. Since the update it won't shuffle the songs.,2,2,,0,113,22,will not shuffle song library liked song update will not shuffle song
2022-06-30 23:53:00,"I love the app , there is nothing wrong with it . Just perfect. I rate it 100/100.Thank you",5,0,,1,91,19,love app wrong perfect rate 100100thank
2022-07-03 08:26:31,Changed my review because the app didn't work for me. I accidentally logged out from my acc but when I tried to login again the app just blank(black). Nothing. I've restarted my phone and reinstall the app but still the same thing happened.,1,0,,0,240,43,change review app not work accidentally log acc try login app blankblack ve restart phone reinstall app thing happen
2022-06-10 09:59:19,Great app with all genres of music!,5,0,,1,35,7,great app genre music
2022-07-01 09:09:35,"no functions for convenient listening (I can't even pick the concrete song in the playlist), no pluses at all, uncomfortable application",1,1,,0,136,21,function convenient listening not pick concrete song playlist plus uncomfortable application
2022-06-09 04:23:16,Spotify is one of the best for podcasts & songs,5,0,,1,47,10,spotify good podcast song
2022-06-09 09:00:03,Smooth with highest satisfacción,5,0,,1,32,4,smooth high satisfaccin
2022-07-02 14:11:20,Great sound quality!!,5,0,,1,21,3,great sound quality
2022-06-14 16:58:54,Overall experience of app is very good but the most irritating level of ads compared to other apps providing same service. Switching to other app just because of too many ads. I hope you guys read the reviews.,1,2,,0,209,38,overall experience app good irritate level ad compare app provide service switch app ad hope guy read review
2022-07-07 23:59:22,So bad. Ads that will lag your device [S10] and will pop up and start playing random song's at random times. Try YT music and audible The programs MUST be trolling.,1,0,,0,164,31,bad ad lag device s10 pop start play random song random time try yt music audible program troll
2022-06-27 23:49:33,"Awesome layout and very easy on the eyes, love it and recommend for those who love there music loud. Thank you.",5,0,,1,111,21,awesome layout easy eye love recommend love music loud thank
2022-06-25 22:55:04,It's the best app in the store. Couldn't live without it.,5,0,,1,57,11,good app store not live
2022-06-12 19:00:21,"The sound quality is amazing , I've been using the app for some time now. There is a major issue with the network and loading , all other apps (including other music apps) work absolutely fine on my phone with the current network. Except Spotify , it doesn't load at all. After many attempts at restarting the app , it sometimes works well. No problems with any other features though 👍",2,4267,,0,385,71,sound quality amazing ve app time major issue network load app include music app work absolutely fine phone current network spotify not load attempt restart app work problem feature
2022-06-20 14:08:06,Just deleted this app because they play songs that are not even part of the playlist which is annoying. 👎👎👎👎,1,0,,0,108,20,delete app play song playlist annoying
2022-06-26 16:10:10,"It was good when I first got it, I could skip and go back but now my skips are limited and I can restart it. Im not paying to skip and choose a song. I'm going to a different app",2,0,,0,178,40,good get skip skip limited restart pay skip choose song go different app
2022-05-30 20:00:35,It's dope. I only wish that this platform could introduce live streams for podcasts. And also introduce music and podcast videos.,5,0,,1,129,21,dope wish platform introduce live stream podcast introduce music podcast video
2022-06-12 08:06:07,The only thing I don't like is ads😣,4,0,,1,35,8,thing not like ad
2022-06-04 18:21:51,"Can't play any songs, the second one starts to play the app crashes, I've tried restarting my device clearing the cache of the app reinstalling and logging out and in again. Nothing works, Worked after may end update after a few days in the starting of june same glitch appeared. Makes me want to never use the app again",1,1,,0,320,59,not play song second start play app crash ve try restart device clear cache app reinstall log work work end update day starting june glitch appear make want use app
2022-06-25 09:14:45,"I love this app, w premium is really enjoyable. The only thing I'm missing is a ""friends activity"" page, just as we have in computer devices, but in phones and tablets",4,1,,1,167,31,love app premium enjoyable thing miss friend activity page computer device phone tablet
2022-06-18 17:53:57,Easy to navigate and has all my favourite music,5,0,,1,47,9,easy navigate favourite music
2022-06-11 19:39:01,"Great app, but leave the politics out of it. I don't need or care for you to give me a opinion on anything. I can research and find facts for myself. Stick to bringing music and podcasts unfiltered and unregulated.",1,0,,0,214,40,great app leave politic not need care opinion research find fact stick bring music podcast unfiltered unregulated
2022-06-22 15:00:53,Best clear song app but app sound slow please fix thoda,5,0,,1,55,11,well clear song app app sound slow fix thoda
2022-06-02 16:58:56,"It makes enough money without telling you that you can't let your family have a device on your account. Just greedy trashy children, with an app. Uninstalled!",1,0,,0,158,27,make money tell not let family device account greedy trashy child app uninstalled
2022-06-26 15:34:42,too many advertisements,1,0,,0,23,3,advertisement
2022-07-02 13:20:38,Unable to open the app,1,1,,0,22,5,unable open app
2022-06-29 11:38:29,Great selection of music and podcasts,5,0,,1,37,6,great selection music podcast
2022-06-18 17:31:55,Can't listen to my music it always pause when it plays,1,0,,0,54,11,not listen music pause play
2022-06-16 19:03:49,"Loved the app for a while, then I opened it to listen to my Playlist and the app no longer let's me play that Playlist and it added a bunch of songs to it. Mildly disappointed.",1,0,,0,176,36,love app open listen playlist app long let play playlist add bunch song mildly disappointed
2022-06-28 23:43:42,spotify is by far the best way to listen to the music you love to stream and its free and premium allows you to keep your downloads and listen to them offline with premium amazing,5,1,,1,179,35,spotify far good way listen music love stream free premium allow download listen offline premium amazing
2022-06-21 16:16:06,Hifi Lossless quality audio streaming has to come,1,0,,0,49,8,hifi lossless quality audio streaming come
2022-07-07 01:47:37,The ads are too long..,1,0,,0,22,5,ad long
2022-06-03 10:20:06,Advertisement in every half hour is worst,4,0,,1,41,7,advertisement half hour bad
2022-06-19 10:06:55,Best music app .love it,5,0,,1,23,5,good music app love
2022-06-27 01:23:41,The only bad part is the ads,4,0,,1,28,7,bad ad
2022-06-03 08:56:22,"Reasonable range of tunes, but a few artists",4,0,,1,44,8,reasonable range tune artist
2022-06-17 07:21:09,Really good and easy to use! I like this app and I hope others install it to listen to their favorite music! And plus I like the fact that it also has lyrics to it too.,5,0,,1,168,36,good easy use like app hope install listen favorite music plus like fact lyric
2022-07-09 12:37:17,"usually I love the app, but I'm having the same problems everyone else is reporting. Random pauses, stops playing and doesn't restart, and currently I can't view the song or podcast I'm currently playing so I can't pause or skip back and forth. It's fairly unusable at this stage which isn't acceptable for a paid service.",1,2,,0,322,56,usually love app have problem report random pause stop play not restart currently not view song podcast currently play not pause skip forth fairly unusable stage not acceptable pay service
2022-06-01 18:43:02,I enjoy the selection of music and podcasts. I do wish how I pick my podcasts download for the day would go in the order like Amazon let me. Otherwise I'm enjoying Spotify!,4,0,,1,172,33,enjoy selection music podcast wish pick podcast download day order like amazon let enjoy spotify
2022-07-09 02:35:31,"Amazing and easy to use app, so good to use. 💜👀",5,0,,1,47,11,amazing easy use app good use
2022-06-18 05:14:15,Ads after every song ridiculous,1,0,,0,31,5,ad song ridiculous
2022-06-21 09:21:47,This app is so amazing you can choose Song Download now,5,0,,1,55,11,app amazing choose song download
2022-07-01 12:15:33,This app is complete trash. Other apps that provide the same service are much more useful than spotify,1,1,,0,102,18,app complete trash app provide service useful spotify
2022-07-04 18:56:33,Overall good app but to many ads,5,0,,1,32,7,overall good app ad
2022-07-02 17:08:30,The best music library,5,0,,1,22,4,good music library
2022-07-02 16:56:50,Great App ( can be lagy),5,0,,1,24,6,great app lagy
2022-07-08 14:19:03,"I love your music ..thank you so much for sharing this ,great job..",5,0,,1,67,13,love music thank share great job
2022-05-30 23:52:42,What is wrong spotify why is it everytime i play its always auto close,1,0,,0,70,14,wrong spotify everytime play auto close
2022-07-08 14:03:35,Logedin on my family premium plane to listen to music on plan flight and loged out wen u landed and I now just can't get in I have uninstalled it 3 times and it won't work,2,1,,0,171,36,logedin family premium plane listen music plan flight log wen land not uninstalle time will not work
2022-06-13 07:22:56,"This app refuses to work. All home page playlists show as empty, none of my playlists show up in my library, the app spins forever instead of playing anything, and attempting to make a playlist immediately crashes the app. I also cannot open playlists that others have created. I don't know why anyone would use this if you cannot even play a single song.",1,4,,0,355,64,app refuse work home page playlist playlist library app spin forever instead play attempt playlist immediately crash app open playlist create not know use play single song
2022-05-31 00:43:09,It sucks! I purchased for the premium and the app keeps crashing!,1,0,,0,65,12,suck purchase premium app keep crash
2022-06-10 18:01:54,I've used Spotify for a long time and it's never failed to remain consistent. It's also been extremely quick to notify me when my favorite artists and bands have new music releasing.,5,0,,1,182,32,ve spotify long time fail remain consistent extremely quick notify favorite artist band new music release
2022-06-13 16:50:32,"Hot garbage. Please dont support them by buying premium, they dont deserve it.",1,0,,0,78,13,hot garbage not support buy premium not deserve
2022-06-18 20:09:30,This app is good to listen to music,4,0,,1,35,8,app good listen music
2022-06-28 16:02:33,"It's amazing but as a beginning artist is not too fair, still couldn't live without it. Luvz on Spotify",4,0,,1,103,19,amazing beginning artist fair not live luvz spotify
2022-06-08 11:48:42,"Training, hiking,or just washing up. All things are better when I listening to Spotify",5,0,,1,86,14,train hikingor wash thing well listen spotify
2022-07-03 01:09:28,My favorite entertainment for my ears.,5,0,,1,38,6,favorite entertainment ear
2022-06-20 13:00:58,Please add a multi select feature,5,0,,1,33,6,add multi select feature
2022-06-11 13:18:37,The music selection is top choice,5,0,,1,33,6,music selection choice
2022-06-24 18:26:34,I do not like how you add your own music to the ones I add to my liked music then I have to skipp threw then to get to mine,1,0,,0,123,30,like add music one add liked music skipp throw
2022-06-07 10:45:43,It is showing network connection error whenever I open the app or try to login Iam unable to play songs can you suggest me Something to solve this problem,1,1,,0,154,29,show network connection error open app try login iam unable play song suggest solve problem
2022-07-05 14:51:32,App won't open. Just crashes,1,0,,0,28,5,app will not open crash
2022-06-02 16:21:13,App keeps stopping playing every 15 to 30 seconds. So buggy overall. Garbage for such a huge company.,1,0,,0,101,18,app keep stop play 15 30 second buggy overall garbage huge company
2022-06-12 08:20:17,"False advertising- ""30 minutes ad-free"" There are ads every two or three songs, so the claim at the beginning that I can listen for 30 minutes without advertising is false. I timed how long between ads-- exactly 7minutes, not your flasely claimed ""30min ad free""! This would be illegal under Australian consumer law FYI.",1,0,,0,320,54,false advertising 30 minute adfree ad song claim beginning listen 30 minute advertising false time long ad exactly 7minutes flasely claim 30min ad free illegal australian consumer law fyi
2022-06-01 00:22:28,Spotify has just turned up side down in negative context ...three 30 sec ads in a go as if it thought we are it's ardent follower and lack other options.,1,0,,0,153,30,spotify turn negative context 30 sec ad think ardent follower lack option
2022-06-05 11:03:45,Love this app! Always listening to my music everyday on Spotify,5,0,,1,63,11,love app listen music everyday spotify
2022-06-14 23:31:54,"Thanks for taking away my widget, now I have to use a older version and not update your app :)",5,1,,1,94,20,thank take away widget use old version update app
2022-06-25 21:35:54,"The app was amazing when I could scroll through my Playlist. But after the update I can't. You can shuffle it and stuff but you can't scroll though and pick your music, that's why I downloaded in the first place because I could scroll through and pick the song I wanted and it would play from there. I don't know if this is a me problem but it's really irritating me and I might have to switch apps. Please fix this as soon as you can.",1,18,,0,435,86,app amazing scroll playlist update not shuffle stuff not scroll pick music download place scroll pick song want play not know problem irritate switch app fix soon
2022-06-11 01:00:51,"Spotify started inserting ads into podcasts, even for premium members.",1,0,,0,70,10,spotify start insert ad podcast premium member
2022-07-02 14:27:31,Superb quality & fabulous list of songs I'm thankful to your team.,5,0,,1,66,12,superb quality fabulous list song thankful team
2022-05-31 22:46:51,"Absolutley garbage app. So bad. Don't download this on your phone, you are better off using YouTube. This stupid app only allows you to shuffle play your songs. Absolute vile garbage.",1,1,,0,183,31,absolutley garbage app bad not download phone well youtube stupid app allow shuffle play song absolute vile garbage
2022-06-08 06:14:56,Too many ads .,5,0,"Hey, thanks for the feedback - we appreciate it. If you haven't tried Premium yet, we'd suggest giving our trial a shot so you can listen to your music without interruptions. Just head to spotify.com/premium to get started.",1,14,4,ad
2022-07-04 05:12:19,Very good and very useful. I use it every day.,5,0,,1,46,10,good useful use day
2022-06-23 20:39:08,Excellent streaming service,5,0,,1,27,3,excellent stream service
2022-06-10 17:41:11,It's really nice to use the app. Best app for song n music addictors BUT one huge negative in this app is ad experience it's totally made me cruel to hear the ad while hearing songs....ಠ︵ಠ,4,0,,1,188,36,nice use app good app song music addictor huge negative app ad experience totally cruel hear ad hear song
2022-07-06 07:50:54,Every time adda after one song worst app😭,1,0,,0,41,8,time adda song bad app
2022-06-16 03:14:12,"New UI looks sleek but the lyrics powered by Musixmatch it's not synchronised correctly even though the sync timing is correct on the desktop version and in Musixmatch itself. Adding Oled Dark Mode (Pitch Black), dark mode (The Usual) and light mode (System White) would also be great.",4,1,,1,285,48,new ui look sleek lyric power musixmatch synchronise correctly sync timing correct desktop version musixmatch add oled dark mode pitch black dark mode usual light mode system white great
2022-07-08 02:28:24,"The heart button doesn't work, so I can't add songs to my liked songs",1,0,,0,69,14,heart button not work not add song liked song
2022-06-05 03:59:37,the best aap ever for music but the prblm is add... but the aap is sooooooooo good❣️🖖,5,0,,1,85,17,good aap music prblm add aap sooooooooo good
2022-06-19 21:35:30,Awesome but REDUCE THE ADS,5,0,,1,26,5,awesome reduce ad
2022-07-03 13:44:23,awsome songs are there I love it,5,0,,1,32,7,awsome song love
2022-06-10 11:41:01,Everything free is good these days thank you Spotify In,5,0,,1,55,10,free good day thank spotify
2022-06-21 22:57:15,Good just less ads please.,4,0,,1,26,5,good ad
2022-07-08 20:13:46,"I would give this a 0 star if possible,i used spotify a lot back in the day.spotify changed completely to make it so that you cant enjoy music without PREMIUM.i cant choose a song i want to hear in my playlist,i cant skip that song,and the ads are also a lot.spotify your so bad now.not all of us can afford premium.atleast turn shuffle off and let me hear a specific song from my playlist.please.thats all i want.",1,0,,0,414,77,star possiblei spotify lot dayspotify change completely not enjoy music premiumi not choose song want hear playlisti not skip songand ad lotspotify bad nownot afford premiumatleast turn shuffle let hear specific song playlistpleasethat want
2022-06-27 11:15:37,I enjoy all the music and play time never have a problem!,5,0,,1,57,12,enjoy music play time problem
2022-07-08 13:51:54,"This app is great, if you are reading this you definitely need to download it",5,0,,1,77,15,app great read definitely need download
2022-06-15 18:22:43,"Spotify Ads are MUCH louder than podcasts and it crashes several times a day. Sometimes just the player will crash, but the app stays open and the podcast keeps playing. The only way to pause in this case is to close the app.",2,1,,0,225,43,spotify ad loud podcast crash time day player crash app stay open podcast keep play way pause case close app
2022-06-30 09:13:02,"Easy to use, transparent app with all music you need.",5,0,,1,53,10,easy use transparent app music need
2022-06-05 10:02:58,I hate this app because of the shuffle play its very bad when i want to play the song i want they play random songs and i hate it there is no any thing thats called shuffle play to tap on it and there is tooo many ads i've made a new acc just because spotify dont log me in my account i really hate it please fix these problems. i wanted to rated 0,1,0,,0,348,75,hate app shuffle play bad want play song want play random song hate thing call shuffle play tap tooo ad ve new acc spotify not log account hate fix problem want rat
2022-06-11 20:55:21,I love it but the limited skips🤭,4,0,,1,32,7,love limited skip
2022-06-11 07:03:06,Too much irritating ads......m,1,0,,0,30,4,irritate adsm
2022-07-03 10:03:13,Best music streaming service out there!,5,0,,1,39,6,good music streaming service
2022-07-06 13:35:33,"Hi!i have been using Spotify for a while but now I just can't play any playlist or song ,it keeps saying something is wrong ,my internet and everything is very well working ,and this problem annoys me alot so pls fix this ,leaving this evrthing else is fine.",4,0,,1,258,48,hii spotify not play playlist song keep say wrong internet work problem annoy alot pls fix leave evrthing fine
2022-06-10 03:42:45,Amazing music app LIKE it,5,0,,1,25,5,amazing music app like
2022-06-21 23:40:32,Spotify thank you your #1.,5,0,,1,26,5,spotify thank
2022-06-25 13:01:00,"Ive always been a Spotify user but right now I am pretty sick of how it always presumes I want to listen to a playlist on shuffle!! I can start playing from the top of my playlist but it will randomly then switch to shuffle after a few songs or even just completely change what I am listening or play 'songs I'll like based on...'. Tbh its incredibly frustrating and when I then try to play the next song I wanted to listen to, Spotify pretty much crashes and I have to reopen the app!!!",2,54,,0,487,95,ve spotify user right pretty sick presume want listen playlist shuffle start play playlist randomly switch shuffle song completely change listen play song ill like base tbh incredibly frustrating try play song want listen spotify pretty crash reopen app
2022-07-04 17:16:44,I love it! I wish I have money to get the premium hahaha! But Spotify is the best music app for me!♡,5,0,,1,100,22,love wish money premium hahaha spotify good music app
2022-06-11 11:24:42,"Great, sound could be louder tho",4,0,,1,32,6,great sound loud tho
2022-06-09 16:34:11,Spotify is great!,5,0,,1,17,3,spotify great
2022-06-30 10:26:39,Best music app ever,5,0,,1,19,4,good music app
2022-06-12 16:40:12,I absolutely love Spotify but since the past few days i am unable to login into Spotify. I have tried everything from reinstalling the app to changing my password and try to login with email link. Please look into it.,4,0,,1,217,40,absolutely love spotify past day unable login spotify try reinstall app change password try login email link look
2022-06-09 01:12:07,"I like spotify, it's easy to sign up and has a wide range of songs. the main problem is that when i open up the app it freezes and crashes. another problem is that there are a lot of ads. it says listen to this ad to get 30 minutes uninterupted, but after like one song which is about 2-5 minutes, another ad pops up.",2,38,,0,317,65,like spotify easy sign wide range song main problem open app freeze crash problem lot ad say listen ad 30 minute uninterupte like song 25 minute ad pop
2022-06-10 06:51:30,It had moments when it would give ads after ads but now it is far better!,5,0,,1,73,16,moment ad ad far well
2022-07-01 14:11:27,Please add high resolution audio support...the app is super laggy...and slow.,1,1,,0,77,11,add high resolution audio supportthe app super laggyand slow
2022-06-11 06:51:00,Great service had some issues but all resolved now,5,0,,1,50,9,great service issue resolve
2022-06-20 13:02:17,Good for music BUT TOO MANY ADS,2,0,,0,31,7,good music ad
2022-07-04 14:33:50,I love Spotify I downloaded it when I was twelve years old and I was questioning it at first asking my self if I had a good choice. And now all I basically do is listen to Spotify.,5,0,,1,180,38,love spotify download year old question ask self good choice basically listen spotify
2022-06-03 21:06:30,"Used to use Spotify for parties, since everyone could play music together. Sessions absolutely suck now. It's a hassle to let people join them, and the music plays on every device. It's extremely annoying. Now I just use YouTube since guests can join without hassle and add stuff to the queue.",1,3,,0,293,51,use spotify party play music session absolutely suck hassle let people join music play device extremely annoying use youtube guest join hassle add stuff queue
2022-06-15 04:20:17,"The wanted music you want to play , you would'nt hear.. The music you would'nt need to hear is playing. So Awful..embarass..disgusting.. Please"" check this out. Phillippines Spotify ,did not serve will. Only there choices to be followed.. Embarassing 4 consecutive ads. Playing you can't",1,0,,0,287,45,want music want play not hear music not need hear play awfulembarassdisguste check phillippine spotify serve choice follow embarasse consecutive ad play not
2022-06-13 06:33:48,Very relax all the music whenever u are..,5,0,,1,41,8,relax music
2022-06-19 18:51:17,"Terrible sound quality, noticably worse than any other streaming service I've used. I just switched over to the premium service from Amazon Music and this is a HUGE drop-off in sound quality, songs regularly skip and stutter even with a high quality Internet connection. I'm shocked at how poor the sound quality is, and I'm baffled by why this is a popular app.",1,17,,0,362,63,terrible sound quality noticably bad streaming service ve switch premium service amazon music huge dropoff sound quality song regularly skip stutter high quality internet connection shocked poor sound quality baffle popular app
2022-06-16 16:41:52,"Good app, my constant. but a lot of ads ...and on a serious note i will suggest the team to update with a feature of *shuffle play* on playlists too and also to provide 4+ pins on profile.",4,0,,1,188,38,good app constant lot ad note suggest team update feature shuffle play playlist provide pin profile
2022-06-20 20:50:11,I love this honestly or her music apps are rip offs and this is so simple to use but I wish I could do 10 skips I've used this app 3+ years. But I would recommend this music app. <3,5,0,,1,181,40,love honestly music app rip off simple use wish 10 skip ve app year recommend music app
2022-07-03 23:09:31,Absolutely incredible. Keep up the good work.,5,0,,1,45,7,absolutely incredible good work
2022-07-08 23:33:45,I really like this app. But it's been acting up lately,4,0,,1,54,11,like app act lately
2022-06-06 22:52:57,Fix the SD card issue!,1,2,,0,22,5,fix sd card issue
2022-06-18 18:25:41,App is constantly playing music for no reason. Requires a force stop and then the app will play music again lol. Easiest unistall of my life. Use YouTube music its way better,1,0,,0,174,32,app constantly play music reason require force stop app play music lol easy unistall life use youtube music way well
2022-06-27 23:33:15,"The app is very nice, I mean better than the other music streamer apps. It has everything a gamer wants. It has relaxing music to calm you down while having a battle and it also has music to motivate you when you are about to lose. For example- I was loosing hopes because all of my squad members were dead and I was the only one alive then a motivational song played from my playlist and I finished the whole enemy squad",5,3,,1,421,82,app nice mean well music streamer app gamer want relax music calm have battle music motivate lose example loose hope squad member dead alive motivational song play playlist finish enemy squad
2022-06-13 19:33:40,Go to music app in love with the premium.,5,0,,1,41,9,music app love premium
2022-06-19 07:48:18,"Needs more sorting options. So easy to add, why not?",4,2,,1,52,10,need sort option easy add
2022-07-07 10:29:20,"Was a great app until a week ago, for some reason it stopped working. All of my liked songs disappeared and won't play any music. I tried updating it, uninstalling it and re-downloading it but nothing works. I'll have to go back to pandora if it doesn't get fixed. Plz help",1,1,,0,273,51,great app week ago reason stop work liked song disappear will not play music try update uninstalle redownloade work ill pandora not fix plz help
2022-07-05 01:27:41,Very greatful app for song.. And also i request to you please add one feature also to identify any songs.. Especially it is very helpful to identity edited ringtone amd songs... Because i think some people's are knowing nice music and songs through the 1 minute or 30 second edited status video from the whatsapp.. Instagram etc... I hope you try to add a feature to identity musics&songs .. Really iam still enjoying your apps,5,0,,1,427,75,greatful app song request add feature identify song especially helpful identity edit ringtone amd song think people know nice music song minute 30 second edit status video whatsapp instagram etc hope try add feature identity musicssong iam enjoy app
2022-06-20 19:18:34,I like Spotify because it's different from the other musical apps that I have and I like the moving pictures with some of the songs ☺️,4,0,,1,134,26,like spotify different musical app like move picture song
2022-06-30 09:04:51,"My fav app, can't do without it even for a day!",5,0,,1,47,11,fav app not day
2022-06-10 06:07:53,Really annoying. The song i clicked on literally never played. It would play wome other song insted. I tryed this with multiple songs.,1,0,,0,134,23,annoying song click literally play play wome song inste try multiple song
2022-06-28 06:22:30,Love it can find some really obscure recordings. I will be upgrading to to premium.,5,0,,1,83,15,love find obscure recording upgrade premium
2022-06-23 18:15:14,"I love it. Huge songs collection of any style music. High quality files and amazing softwere detecting the sound you like and giving you good recommended music for your preferances. App organised really well, it is a pleasure to use it. So thankful that Spotify exists and evolves.",5,0,,1,281,48,love huge song collection style music high quality file amazing softwere detect sound like give good recommend music preferance app organise pleasure use thankful spotify exist evolve
2022-06-04 08:36:55,This app always closes due to its shutdown. I can't play any song. When it updates it works.,1,0,,0,92,18,app close shutdown not play song update work
2022-06-17 23:20:43,I can't play MY PLAYLIST without playing a raido with songs I've NEVER heard before,1,0,,0,83,15,not play playlist play raido song ve hear
2022-07-08 04:11:59,I really enjoy Spotify. I make my own playlist. put my ear buds on and get lost in my music thanks Spotify yall rock 🎸,5,0,,1,118,25,enjoy spotify playlist ear bud lose music thank spotify rock
2022-06-02 21:57:06,Can't believe I'm writing this but Spotify has horrible sound quality compared to Anghami. I tried playing the same song here and there and the distortion is clear. Arabic content is very weak. Would rather use Anghami free version and bear the ads than have the free 3 months premium offer from Spotify. Uninstalling right now.,1,0,,0,328,56,not believe write spotify horrible sound quality compare anghami try play song distortion clear arabic content weak use anghami free version bear ad free month premium offer spotify uninstalling right
2022-07-08 10:02:35,I'LL FU KING DONT UNDERSTAND HIW TO USE SPOTIFY NOW!!!!I LIKE THE OLD ONE.WHY U CHANGE IT? DONT DOWNLOAD GUYS..IF I CAN GIVE ZERO STAR I WILL GIVE ZERO STAR!!!!!!I HATE THISS PLEASE CHANCE IT BACK BC WHEN I WANT TO PLAY THE MUSIC..NOT THE MUSIC WILL COME OUT!!!! I LOVE SONG AND I HATE SPOTIFY FOR NOW,1,0,,0,301,58,ill fu king not understand hiw use spotify nowi like old onewhy change not download guysif zero star zero stari hate chance bc want play musicnot music come love song hate spotify
2022-07-02 07:23:50,"Recently spotify hasn't been letting me listen to songs and says that all playlists that I click on are empty (even random ones) whenever I click on my library it's empty even tho I know I havent deleted any of my playlists, whenever I go to my own profile they are all there though and it's getting really annoying since this is a streaming app that I love",1,0,,0,357,68,recently spotify not let listen song say playlist click random one click library tho know not delete playlist profile get annoying streaming app love
2022-06-16 01:47:55,I like the premium version and not the free version. It's nice to listen to whatever song or podcast you want without commercials.,5,0,,1,130,23,like premium version free version nice listen song podcast want commercial
2022-06-12 01:40:30,Horrible updater. Every time it up dates it will take hours or just freeze and not update at all cant even use it to download anything cause its stuck at 19% trying to update itself horrible app switch to stitcher,1,0,,0,213,40,horrible updater time date hour freeze update not use download cause stuck 19 try update horrible app switch stitcher
2022-06-23 13:49:50,I really like listening to podcast on Spotify,5,0,,1,45,8,like listen podcast spotify
2022-06-26 11:32:08,Most of the songs I loved can be found here. Easy to use. Great experience!,5,0,,1,75,15,song love find easy use great experience
2022-06-01 16:22:46,Been over 5 years I have used Spotify and been very good. Every song you want Spotify got it what more could you ask for.,5,0,,1,121,25,year spotify good song want spotify get ask
2022-05-30 20:35:41,I really love Spotify. It's so easy to get a song no matter which year i.gt th song I'm enjoying Spotify NW Fr life,5,0,,1,115,24,love spotify easy song matter year igt th song enjoy spotify nw fr life
2022-06-06 06:01:38,I Couldn't access Spotify when I'm using mobile data. Its showing offline whenever I tried to search or play music and this is happening for a month. I thought it was my data problem but It wasn't. I'm really starting to hate this app!!!,4,1,,1,237,44,not access spotify mobile datum showing offline try search play music happen month think data problem not start hate app
2022-06-25 11:09:56,This app is nice without ads,2,0,,0,28,6,app nice ad
2022-07-08 04:21:06,Spotify you are the best,5,0,,1,24,5,spotify good
2022-06-24 12:53:52,"GREAT I love this app, old and new music. I can access via my phone, car and TV. I live for music so it is great. I pay a reasonable monthy fee to remove ads. The only bug bear is I download music for the car, and they sometimes it says I need to re download for no apparent reason which means if I am out and about I can't do. Also great for playlists and suggesting similar liked music.",4,27,,1,388,80,great love app old new music access phone car tv live music great pay reasonable monthy fee remove ad bug bear download music car say need download apparent reason mean not great playlist suggest similar like music
2022-07-06 17:51:46,Great App. Really like it. Strongly recommended.,5,0,,1,48,7,great app like strongly recommend
2022-06-09 07:25:18,I only played my fav songs in just 1 week. It needs to be paid before u can play again ur fav songs. But im broke bruh.,2,0,,0,119,27,play fav song week need pay play ur fav song break bruh
2022-07-07 02:36:13,Keeps pausing on playback.,2,0,,0,26,4,keep pause playback
2022-06-21 22:21:10,Constant problems and the sound quality is extremely shotty for some stuff. Pairing with things can be a nightmare to get to work.,2,0,,0,130,23,constant problem sound quality extremely shotty stuff pair thing nightmare work
2022-06-04 14:21:11,Good sound system,4,0,,1,17,3,good sound system
2022-06-10 23:24:51,"Frequent updates still haven't fixed my most common problems. Now, whenever I connect to something via Bluetooth it automatically deletes my queue. Why?",1,26,,0,152,23,frequent update not fix common problem connect bluetooth automatically delete queue
2022-06-21 08:47:21,"Question: I got a free version with ads. The ad will play for 30 seconds and Spotify will announce that next 30 mins are ad free. So my question is what does ad free and 30.mins means? Because the ads will continue after the announcement and once that's over, more ads will start after around 15 mins. Don't know if to trust the paid version. The music is very limited. 6 months and you are done with Hindi music",2,0,,0,412,79,question get free version ad ad play 30 second spotify announce 30 min ad free question ad free 30min mean ad continue announcement ad start 15 min not know trust pay version music limited month hindi music
2022-07-04 17:18:08,Awesome to hear music for free☺😘,5,0,,1,32,6,awesome hear music free
2022-06-23 10:32:24,Too many advertisements,1,0,,0,23,3,advertisement
2022-06-06 23:31:15,"pretty fantastic, just wish they'd make song radios based off the cadence of the song it's radioing rather than what other people that also like it also listen to D:",5,1,,1,165,30,pretty fantastic wish song radio base cadence song radioing people like listen
2022-06-06 08:50:57,"Its fine. I guess... I cant even listen to my fav song properly anymore, the “hidden songs” feature is just so SO bad. I don't know if its an update or what. The songs in my playlist dont even show up the same anymore. And it can even play in the order i want it in. When you play it, it instantly shuffles. And its VERY VERY annoying ESPECIALLY if you want to just listen to the songs you want WITHOUT other songs intterupting it. Id rate this app better if i could disable this hecking stuff.",2,113,,0,494,97,fine guess not listen fav song properly anymore hide song feature bad not know update song playlist not anymore play order want play instantly shuffle annoying especially want listen song want song intterupte rate app well disable hecke stuff
2022-07-01 05:39:25,It's very easy to search music 🎶🎵🎶,5,0,,1,34,7,easy search music
